word,yes_votes,no_votes
trichomoniasis,0,0
trichotillomania,0,0
trick,0,0
tricked,0,0
trickery,0,0
trickier,0,0
trickiest,0,0
tricking,0,0
trickle,0,0
trickled,0,0
trickles,0,0
trickling,0,0
tricks,0,0
trickster,0,0
tricksters,0,0
tricksy,0,0
tricky,0,0
tricolor,0,0
tricolors,0,0
tricolour,0,0
tricolours,0,0
tricycle,0,0
tricycles,0,0
trident,0,0
tridents,0,0
tried,0,0
triennial,0,0
triennially,0,0
triennials,0,0
tries,0,0
trifecta,0,0
trifectas,0,0
trifle,0,0
trifled,0,0
trifles,0,0
trifling,0,0
trifocal,0,0
trifocals,0,0
trifold,0,0
trig,0,0
trigeminal,0,0
trigger,0,0
triggered,0,0
triggerfish,0,0
triggering,0,0
triggers,0,0
triglyceride,0,0
triglycerides,0,0
trigonometric,0,0
trigonometry,0,0
trike,0,0
trikes,0,0
trilateral,0,0
trilbies,0,0
trilby,0,0
trilingual,0,0
trill,0,0
trilled,0,0
trilling,0,0
trillion,0,0
trillionaire,0,0
trillionaires,0,0
trillions,0,0
trillionth,0,0
trillionths,0,0
trillium,0,0
trilliums,0,0
trills,0,0
trilobite,0,0
trilobites,0,0
trilogies,0,0
trilogy,0,0
trim,0,0
trimaran,0,0
trimarans,0,0
trimester,0,0
trimesters,0,0
trimmed,0,0
trimmer,0,0
trimmers,0,0
trimming,0,0
trimmings,0,0
trims,0,0
trinitrotoluene,0,0
trinity,0,0
trinket,0,0
trinkets,0,0
trio,0,0
trios,0,0
trioxide,0,0
trip,0,0
tripartite,0,0
tripe,76,21
triple,0,0
tripled,0,0
triples,0,0
triplet,0,0
triplets,0,0
triplex,0,0
triplexes,0,0
triplicate,0,0
triplicates,0,0
tripling,0,0
triply,20,58
tripod,0,0
tripods,0,0
tripped,0,0
tripper,0,0
trippers,0,0
tripping,0,0
trippy,0,0
trips,0,0
triptych,0,0
triptychs,0,0
tripwire,0,0
tripwires,0,0
trisect,0,0
trisected,0,0
trisecting,0,0
trisection,0,0
trisects,0,0
triskaidekaphobia,0,0
trisomies,0,0
trisomy,0,0
trite,0,0
tritium,0,0
tritone,0,0
tritones,0,0
triumph,0,0
triumphal,0,0
triumphant,0,0
triumphantly,0,0
triumphed,0,0
triumphing,0,0
triumphs,0,0
triumvirate,0,0
triumvirates,0,0
trivalent,0,0
trivet,60,47
trivets,0,0
trivia,0,0
trivial,0,0
trivialisation,0,0
trivialise,0,0
trivialised,0,0
trivialises,0,0
trivialising,0,0
trivialities,0,0
triviality,0,0
trivialization,0,0
trivialize,0,0
trivialized,0,0
trivializes,0,0
trivializing,0,0
trivially,0,0
trochlear,0,0
trod,0,0
trodden,0,0
troglodyte,0,0
troglodytes,0,0
troika,0,0
troikas,0,0
trojan,0,0
trojans,0,0
troll,0,0
trolled,0,0
trolley,0,0
trolleybus,0,0
trolleybuses,0,0
trolleys,0,0
trolling,0,0
trollop,0,0
trollops,0,0
trolls,0,0
trombone,0,0
trombones,0,0
trombonist,0,0
trombonists,0,0
tromp,0,0
tromped,0,0
tromping,0,0
tromps,0,0
troop,0,0
trooped,0,0
trooper,0,0
troopers,0,0
trooping,0,0
troops,0,0
trope,0,0
tropes,0,0
trophic,0,0
trophies,0,0
trophy,0,0
tropic,0,0
tropical,0,0
tropically,89,12
tropicals,0,0
tropics,0,0
tropism,0,0
troposphere,0,0
tropospheric,0,0
trot,0,0
trots,0,0
trotted,0,0
trotter,74,22
trotters,0,0
trotting,0,0
troubadour,0,0
troubadours,0,0
trouble,0,0
troubled,0,0
troublemaker,0,0
troublemakers,0,0
troublemaking,0,0
troubles,0,0
troubleshoot,0,0
troubleshooter,0,0
troubleshooters,0,0
troubleshooting,0,0
troubleshoots,0,0
troublesome,0,0
troubling,0,0
troublingly,0,0
trough,0,0
troughs,0,0
trounce,0,0
trounced,0,0
trounces,0,0
trouncing,0,0
troupe,0,0
trouper,33,77
troupers,0,0
troupes,0,0
trouser,0,0
trousers,0,0
trout,0,0
trove,0,0
troves,0,0
trowel,0,0
trowels,0,0
troy,0,0
truancy,82,15
truant,82,18
truants,0,0
truce,0,0
truces,0,0
truck,0,0
trucked,0,0
trucker,0,0
truckers,0,0
trucking,0,0
truckload,0,0
truckloads,0,0
trucks,0,0
truculence,0,0
truculent,0,0
trudge,0,0
trudged,0,0
trudges,0,0
trudging,0,0
true,0,0
truer,0,0
truest,0,0
truffle,0,0
truffled,0,0
truffles,0,0
truism,0,0
truisms,0,0
truly,0,0
trump,0,0
trumped,0,0
trumpet,0,0
trumpeted,0,0
trumpeter,0,0
trumpeters,0,0
trumpeting,0,0
trumpets,0,0
trumping,0,0
trumps,0,0
truncate,0,0
truncated,0,0
truncates,0,0
truncating,0,0
truncation,0,0
truncheon,0,0
truncheons,0,0
trundle,0,0
trundled,0,0
trundles,0,0
trundling,0,0
trunk,0,0
trunked,0,0
trunking,0,0
trunks,0,0
trunnion,0,0
trunnions,0,0
truss,0,0
trussed,0,0
trusses,0,0
trussing,0,0
trust,0,0
trustable,0,0
trusted,0,0
trustee,0,0
trustees,0,0
trusteeship,0,0
trusteeships,0,0
trustful,0,0
trusting,0,0
trusts,0,0
trustworthiness,0,0
trustworthy,0,0
trusty,0,0
truth,0,0
truthful,0,0
truthfully,0,0
truthfulness,0,0
truthiness,0,0
truths,0,0
try,0,0
trying,0,0
tryout,0,0
tryouts,0,0
trypsin,0,0
tryptophan,0,0
tryst,91,11
trysts,0,0
tsar,0,0
tsarina,0,0
tsarinas,0,0
tsars,0,0
tsetse,0,0
tsked,14,89
tsunami,0,0
tsunamis,0,0
tub,0,0
tuba,0,0
tubal,0,0
tubas,0,0
tubby,0,0
tube,0,0
tubed,0,0
tubeless,0,0
tuber,0,0
tuberculosis,0,0
tuberculous,0,0
tuberose,0,0
tuberous,0,0
tubers,0,0
tubes,0,0
tubing,0,0
tubings,0,0
tubs,0,0
tubular,0,0
tubulars,0,0
tubule,0,0
tubules,0,0
tuck,0,0
tucked,0,0
tucker,0,0
tuckered,0,0
tuckering,0,0
tuckers,0,0
tucking,0,0
tucks,0,0
tuff,0,0
tuffs,0,0
tuft,0,0
tufted,0,0
tufting,0,0
tufts,0,0
tug,0,0
tugboat,0,0
tugboats,0,0
tugged,0,0
tugging,0,0
tugs,0,0
tuition,0,0
tuitions,0,0
tulip,0,0
tulips,0,0
tum,0,0
tumble,0,0
tumbled,0,0
tumbledown,0,0
tumbler,0,0
tumblers,0,0
tumbles,0,0
tumbleweed,0,0
tumbleweeds,0,0
tumbling,0,0
tummies,0,0
tummy,0,0
tumor,0,0
tumoral,0,0
tumorigenesis,0,0
tumorigenic,0,0
tumorous,0,0
tumors,0,0
tumour,0,0
tumours,0,0
tums,0,0
tumult,0,0
tumults,0,0
tumultuous,0,0
tuna,0,0
tunability,0,0
tunable,0,0
tunas,0,0
tundra,0,0
tundras,0,0
tune,0,0
tuned,0,0
tuneful,0,0
tuner,0,0
tuners,0,0
tunes,0,0
tuneup,0,0
tuneups,0,0
tungsten,0,0
tunic,0,0
tunics,0,0
tuning,0,0
tunings,0,0
tunnel,0,0
tunneled,0,0
tunneling,0,0
tunnelled,0,0
tunnelling,0,0
tunnels,0,0
tuple,0,0
tuples,0,0
turban,0,0
turbans,0,0
turbid,0,0
turbidity,0,0
turbine,0,0
turbines,0,0
turbo,0,0
turbocharged,0,0
turbocharger,0,0
turbochargers,0,0
turbocharging,0,0
turbofan,0,0
turbofans,0,0
turbojet,0,0
turbojets,0,0
turbomachinery,0,0
turboprop,0,0
turboprops,0,0
turbos,0,0
turbot,0,0
turbulence,0,0
turbulences,0,0
turbulent,0,0
turd,0,0
turds,0,0
tureen,0,0
tureens,0,0
turf,0,0
turfed,0,0
turfgrass,0,0
turfgrasses,0,0
turfing,0,0
turfs,0,0
turgid,0,0
turkey,0,0
turkeys,0,0
turmeric,0,0
turmoil,0,0
turn,0,0
turnable,43,48
turnabout,0,0
turnabouts,0,0
turnaround,0,0
turnarounds,0,0
turnbuckle,0,0
turnbuckles,0,0
turncoat,0,0
turncoats,0,0
turndown,0,0
turndowns,0,0
turned,0,0
turner,0,0
turners,0,0
turning,0,0
turnings,0,0
turnip,0,0
turnips,0,0
turnkey,0,0
turnoff,0,0
turnoffs,0,0
turnout,0,0
turnouts,0,0
turnover,0,0
turnovers,0,0
turnpike,0,0
turnpikes,0,0
turns,0,0
turnstile,0,0
turnstiles,0,0
turntable,0,0
turntables,0,0
turpentine,0,0
turpitude,0,0
turquoise,0,0
turquoises,0,0
turret,0,0
turreted,0,0
turrets,0,0
turtle,0,0
turtled,0,0
turtleneck,0,0
turtlenecks,0,0
turtles,0,0
turtling,0,0
tush,0,0
tushes,0,0
tusk,0,0
tusked,0,0
tusks,0,0
tussle,0,0
tussled,0,0
tussles,0,0
tussling,0,0
tussock,0,0
tussocks,0,0
tutelage,0,0
tutor,0,0
tutored,0,0
tutorial,0,0
tutorials,0,0
tutoring,0,0
tutors,0,0
tuts,33,56
tutu,0,0
tutus,0,0
tux,0,0
tuxedo,0,0
tuxedos,0,0
tuxes,71,24
twaddle,0,0
twang,0,0
twanged,0,0
twanging,0,0
twangs,0,0
twangy,0,0
tweak,0,0
tweaked,0,0
tweaking,0,0
tweaks,0,0
twee,0,0
tweed,0,0
tweeds,0,0
tweedy,0,0
tween,0,0
tweens,0,0
tweet,0,0
tweeted,0,0
tweeter,0,0
tweeters,0,0
tweeting,0,0
tweets,0,0
tweeze,0,0
tweezed,0,0
tweezer,0,0
tweezers,0,0
tweezes,0,0
tweezing,0,0
twelfth,0,0
twelfths,0,0
twelve,0,0
twelves,0,0
twenties,0,0
twentieth,0,0
twentieths,0,0
twenty,0,0
twerk,81,24
twerked,0,0
twerking,0,0
twerks,0,0
twerp,0,0
twerps,0,0
twice,0,0
twiddle,0,0
twiddled,0,0
twiddles,0,0
twiddling,0,0
twig,0,0
twigs,0,0
twilight,0,0
twill,0,0
twin,0,0
twine,0,0
twined,0,0
twines,0,0
twinge,0,0
twinges,0,0
twinging,0,0
twining,0,0
twink,0,0
twinkie,0,0
twinkies,0,0
twinkle,0,0
twinkled,0,0
twinkles,0,0
twinkling,0,0
twinkly,0,0
twinks,0,0
twinned,0,0
twinning,0,0
twins,0,0
twirl,0,0
twirled,0,0
twirling,0,0
twirls,0,0
twist,0,0
twisted,0,0
twister,0,0
twisters,0,0
twisting,0,0
twists,0,0
twisty,0,0
twit,0,0
twitch,0,0
twitched,0,0
twitches,0,0
twitching,0,0
twitchy,0,0
twits,0,0
twitter,0,0
twittered,0,0
twittering,0,0
twitters,0,0
twittery,0,0
two,0,0
twofer,0,0
twofers,0,0
twofold,0,0
twos,0,0
twosome,0,0
twosomes,0,0
tycoon,0,0
tycoons,0,0
tying,0,0
tyke,0,0
tykes,0,0
tympanic,0,0
type,0,0
typecast,0,0
typecasting,0,0
typecasts,0,0
typed,0,0
typeface,0,0
typefaces,0,0
types,0,0
typescript,0,0
typescripts,0,0
typeset,0,0
typesets,0,0
typesetter,0,0
typesetters,0,0
typesetting,0,0
typewriter,0,0
typewriters,0,0
typewritten,0,0
typhoid,0,0
typhoon,0,0
typhoons,0,0
typhus,0,0
typical,0,0
typically,0,0
typified,0,0
typifies,0,0
typify,0,0
typifying,0,0
typing,0,0
typist,0,0
typists,0,0
typo,0,0
typographer,0,0
typographers,0,0
typographic,0,0
typographical,0,0
typographically,0,0
typography,0,0
typologies,0,0
typology,0,0
typos,0,0
tyrannical,0,0
tyrannies,0,0
tyrannosaur,0,0
tyrannosaurs,0,0
tyrannosaurus,0,0
tyrannosauruses,0,0
tyranny,0,0
tyrant,0,0
tyrants,0,0
tyre,0,0
tyres,0,0
tyrosine,0,0
tzatziki,0,0
ubiquitous,0,0
ubiquitously,0,0
ubiquity,0,0
udder,0,0
udders,0,0
udon,0,0
ufologist,0,0
ufologists,0,0
ufology,0,0
ugh,0,0
uglier,0,0
ugliest,0,0
ugliness,0,0
ugly,0,0
uh,0,0
ukes,17,61
ukulele,0,0
ukuleles,0,0
ulcer,0,0
ulcerated,0,0
ulcerating,23,88
ulceration,33,79
ulcerations,0,0
ulcerative,0,0
ulcers,0,0
ulna,49,52
ulnar,12,62
ulnas,0,0
ulterior,0,0
ultimate,0,0
ultimately,0,0
ultimatum,0,0
ultimatums,0,0
ultra,0,0
ultraconservative,0,0
ultraconservatives,0,0
ultrafast,0,0
ultrafiltration,0,0
ultrafine,0,0
ultrahigh,0,0
ultralight,0,0
ultralights,0,0
ultralow,0,0
ultramarathon,0,0
ultramarathons,0,0
ultramarine,0,0
ultramodern,0,0
ultrapure,0,0
ultras,0,0
ultrasensitive,0,0
ultrasonic,0,0
ultrasonics,0,0
ultrasonographic,0,0
ultrasonography,0,0
ultrasound,0,0
ultrasounds,0,0
ultrathin,0,0
ultraviolet,0,0
ultrawide,0,0
um,0,0
umami,0,0
umber,52,45
umbilical,0,0
umbilicals,0,0
umbilici,0,0
umbilicus,0,0
umbra,0,0
umbrage,60,47
umbrella,0,0
umbrellas,0,0
umlaut,0,0
umlauts,0,0
ump,0,0
umped,12,80
umpire,0,0
umpired,0,0
umpires,0,0
umpiring,0,0
umps,35,61
umpteen,0,0
umpteenth,0,0
unabashed,0,0
unabashedly,0,0
unabated,0,0
unable,0,0
unabridged,0,0
unacceptability,0,0
unacceptable,0,0
unacceptably,0,0
unaccepted,0,0
unaccommodating,0,0
unaccompanied,0,0
unaccomplished,0,0
unaccountability,0,0
unaccountable,0,0
unaccountably,0,0
unaccounted,0,0
unaccredited,0,0
unaccustomed,0,0
unachievable,0,0
unacknowledged,0,0
unacquainted,0,0
unaddressed,0,0
unadjusted,0,0
unadorned,0,0
unadulterated,0,0
unadventurous,0,0
unadvertised,0,0
unaffected,0,0
unaffiliated,0,0
unaffordable,0,0
unafraid,0,0
unaided,0,0
unaired,0,0
unalienable,0,0
unaligned,0,0
unalike,0,0
unallocated,0,0
unalloyed,0,0
unalterable,0,0
unalterably,0,0
unaltered,0,0
unambiguous,0,0
unambiguously,0,0
unambitious,0,0
unamused,0,0
unanimity,0,0
unanimous,0,0
unanimously,0,0
unannounced,0,0
unanswerable,0,0
unanswered,0,0
unanticipated,0,0
unapologetic,0,0
unapologetically,0,0
unappealing,0,0
unappetising,0,0
unappetizing,0,0
unappreciated,0,0
unappreciative,0,0
unapproachable,0,0
unapproved,0,0
unarguable,0,0
unarguably,0,0
unarmed,0,0
unarmored,0,0
unashamed,0,0
unashamedly,0,0
unasked,0,0
unassailable,0,0
unassembled,0,0
unassigned,0,0
unassisted,0,0
unassuming,0,0
unassumingly,0,0
unattached,0,0
unattainable,0,0
unattended,0,0
unattractive,0,0
unattractiveness,0,0
unattributed,0,0
unaudited,0,0
unauthenticated,0,0
unauthorised,0,0
unauthorized,0,0
unavailability,0,0
unavailable,0,0
unavailing,0,0
unavoidable,0,0
unavoidably,0,0
unaware,0,0
unawareness,0,0
unawares,0,0
unbaked,0,0
unbalance,0,0
unbalanced,0,0
unbalances,0,0
unbalancing,0,0
unban,0,0
unbanned,0,0
unbanning,0,0
unbans,0,0
unbearable,0,0
unbearably,0,0
unbeatable,0,0
unbeaten,0,0
unbecoming,0,0
unbeknown,0,0
unbeknownst,0,0
unbelief,0,0
unbelievable,0,0
unbelievably,0,0
unbeliever,0,0
unbelievers,0,0
unbelieving,0,0
unbending,0,0
unbiased,0,0
unbidden,0,0
unbind,0,0
unbinding,0,0
unbinds,0,0
unbleached,0,0
unblemished,0,0
unblinking,0,0
unblock,0,0
unblocked,0,0
unblocking,0,0
unblocks,0,0
unborn,0,0
unbound,0,0
unbounded,0,0
unbowed,0,0
unbox,0,0
unboxed,0,0
unboxes,0,0
unboxing,0,0
unbranded,0,0
unbreakable,0,0
unbridgeable,0,0
unbridled,0,0
unbroken,0,0
unbuckle,0,0
unbuckled,0,0
unbuckles,0,0
unbuckling,0,0
unbuffered,0,0
unbuilt,0,0
unbundle,0,0
unbundled,0,0
unbundles,0,0
unbundling,0,0
unburden,0,0
unburdened,0,0
unburdening,0,0
unburdens,0,0
unburied,0,0
unburned,0,0
unburnt,0,0
unbutton,0,0
unbuttoned,0,0
unbuttoning,0,0
unbuttons,0,0
uncalibrated,0,0
uncalled,0,0
uncannily,0,0
uncanny,0,0
uncapped,0,0
uncared,0,0
uncaring,0,0
uncaught,0,0
unceasing,0,0
unceasingly,0,0
uncensored,0,0
unceremonious,0,0
unceremoniously,0,0
uncertain,0,0
uncertainly,0,0
uncertainties,0,0
uncertainty,0,0
uncertified,0,0
unchain,0,0
unchained,0,0
unchaining,0,0
unchains,0,0
unchallenged,0,0
unchangeable,0,0
unchanged,0,0
unchanging,0,0
uncharacteristic,0,0
uncharacteristically,0,0
uncharged,0,0
uncharitable,0,0
uncharted,0,0
unchaste,0,0
uncheck,0,0
unchecked,0,0
unchecking,0,0
unchecks,0,0
unchic,8,69
unchristian,0,0
uncirculated,0,0
uncircumcised,0,0
uncivil,0,0
uncivilised,0,0
uncivilized,0,0
unclad,0,0
unclaimed,0,0
unclassifiable,0,0
unclassified,0,0
uncle,0,0
unclean,0,0
uncleaned,0,0
unclear,0,0
uncleared,0,0
uncles,0,0
unclip,0,0
unclipped,0,0
unclipping,0,0
unclips,0,0
unclog,0,0
unclogged,0,0
unclogging,0,0
unclogs,0,0
unclothed,0,0
unclouded,0,0
uncluttered,0,0
uncoated,0,0
uncoil,0,0
uncoiled,0,0
uncoiling,0,0
uncoils,0,0
uncollected,0,0
uncollectible,0,0
uncolored,0,0
uncombed,0,0
uncomfortable,0,0
uncomfortableness,0,0
uncomfortably,0,0
uncommitted,0,0
uncommon,0,0
uncommonly,0,0
uncommunicative,0,0
uncompensated,0,0
uncompetitive,0,0
uncomplaining,0,0
uncompleted,0,0
uncomplicated,0,0
uncomplimentary,0,0
uncomprehending,0,0
uncompressed,0,0
uncompromising,0,0
uncompromisingly,0,0
unconcealed,0,0
unconcerned,0,0
unconditional,0,0
unconditionally,0,0
unconditioned,0,0
unconfined,0,0
unconfirmed,0,0
unconnected,0,0
unconquerable,0,0
unconquered,0,0
unconscionable,0,0
unconscionably,0,0
unconscious,0,0
unconsciously,0,0
unconsciousness,0,0
unconsidered,0,0
unconsolidated,0,0
unconstitutional,0,0
unconstitutionality,0,0
unconstitutionally,0,0
unconstrained,0,0
uncontaminated,0,0
uncontested,0,0
uncontrollable,0,0
uncontrollably,0,0
uncontrolled,0,0
uncontroversial,0,0
uncontroversially,0,0
unconventional,0,0
unconventionality,0,0
unconventionally,0,0
unconverted,0,0
unconvinced,0,0
unconvincing,0,0
unconvincingly,0,0
uncooked,0,0
uncool,0,0
uncooled,0,0
uncooperative,0,0
uncoordinated,0,0
uncork,0,0
uncorked,0,0
uncorking,0,0
uncorks,0,0
uncorrected,0,0
uncorrelated,0,0
uncorroborated,0,0
uncorrupted,0,0
uncountable,0,0
uncounted,0,0
uncouple,0,0
uncoupled,0,0
uncouples,0,0
uncoupling,0,0
uncouth,0,0
uncover,0,0
uncovered,0,0
uncovering,0,0
uncovers,0,0
uncoy,4,82
uncrate,24,94
uncreative,0,0
uncredited,0,0
uncritical,0,0
uncritically,0,0
uncropped,0,0
uncross,0,0
uncrossed,0,0
uncrosses,0,0
uncrossing,0,0
uncrowded,0,0
uncrowned,0,0
unction,0,0
unctions,0,0
unctuous,0,0
uncuff,0,0
uncuffed,0,0
uncuffing,0,0
uncuffs,0,0
uncultivated,0,0
uncultured,0,0
uncured,0,0
uncut,0,0
undamaged,0,0
undated,0,0
undaunted,0,0
undead,0,0
undecided,0,0
undecideds,0,0
undecipherable,0,0
undeclared,0,0
undecorated,0,0
undefeated,0,0
undefended,0,0
undefinable,0,0
undefined,0,0
undeliverable,0,0
undelivered,0,0
undemanding,0,0
undemocratic,0,0
undemocratically,0,0
undeniable,0,0
undeniably,0,0
undependable,0,0
under,0,0
underachieve,0,0
underachieved,0,0
underachievement,0,0
underachievements,0,0
underachiever,0,0
underachievers,0,0
underachieves,0,0
underachieving,0,0
underactive,0,0
underage,0,0
underaged,0,0
underappreciated,0,0
underarm,0,0
underarms,0,0
underbellies,0,0
underbelly,0,0
underbid,0,0
underbidding,0,0
underbids,0,0
underbite,0,0
underbites,0,0
underbodies,0,0
underbody,0,0
underbrush,0,0
undercarriage,0,0
undercarriages,0,0
undercharge,0,0
undercharged,0,0
undercharges,0,0
undercharging,0,0
underclass,0,0
underclassman,0,0
underclassmen,0,0
undercoat,0,0
undercoats,0,0
undercook,0,0
undercooked,0,0
undercooking,0,0
undercooks,0,0
undercount,0,0
undercounted,0,0
undercounting,0,0
undercounts,0,0
undercover,0,0
undercurrent,0,0
undercurrents,0,0
undercut,0,0
undercuts,0,0
undercutting,0,0
underdeveloped,0,0
underdevelopment,0,0
underdog,0,0
underdogs,0,0
underdone,0,0
underdress,0,0
underdressed,0,0
underdresses,0,0
underdressing,0,0
underemployed,0,0
underemployment,0,0
underestimate,0,0
underestimated,0,0
underestimates,0,0
underestimating,0,0
underestimation,0,0
underestimations,0,0
underexpose,0,0
underexposed,0,0
underexposes,0,0
underexposing,0,0
underexposure,0,0
underexposures,0,0
underfed,0,0
underfeed,0,0
underfeeding,0,0
underfeeds,0,0
underfloor,0,0
underfoot,0,0
underfund,0,0
underfunded,0,0
underfunding,0,0
underfunds,0,0
undergarment,0,0
undergarments,0,0
undergird,0,0
undergirded,0,0
undergirding,0,0
undergirds,0,0
undergo,0,0
undergoes,0,0
undergoing,0,0
undergone,0,0
undergrad,0,0
undergrads,0,0
undergraduate,0,0
undergraduates,0,0
underground,0,0
undergrounds,0,0
undergrowth,0,0
underhand,0,0
underhanded,0,0
underinflated,0,0
underinsured,0,0
underinvest,0,0
underinvested,0,0
underinvesting,0,0
underinvestment,0,0
underinvests,0,0
underlain,0,0
underlay,0,0
underlayment,0,0
underlayments,0,0
underlays,0,0
underlie,0,0
underlies,0,0
underline,0,0
underlined,0,0
underlines,0,0
underling,0,0
underlings,0,0
underlining,0,0
underlying,0,0
undermanned,0,0
undermine,0,0
undermined,0,0
undermines,0,0
undermining,0,0
underneath,0,0
undernourished,0,0
undernourishment,0,0
undernutrition,0,0
underpaid,0,0
underpants,0,0
underpass,0,0
underpasses,0,0
underpay,0,0
underpaying,0,0
underpayment,0,0
underpayments,0,0
underpays,0,0
underperform,0,0
underperformance,0,0
underperformed,0,0
underperformer,0,0
underperformers,0,0
underperforming,0,0
underperforms,0,0
underpin,0,0
underpinned,0,0
underpinning,0,0
underpinnings,0,0
underpins,0,0
underplay,0,0
underplayed,0,0
underplaying,0,0
underplays,0,0
underpopulated,0,0
underpowered,0,0
underprepared,0,0
underprice,0,0
underpriced,0,0
underprices,0,0
underpricing,0,0
underprivileged,0,0
underqualified,0,0
underrate,0,0
underrated,0,0
underrates,0,0
underrating,0,0
underreport,0,0
underreported,0,0
underreporting,0,0
underreports,0,0
underrepresentation,0,0
underrepresented,0,0
underscore,0,0
underscored,0,0
underscores,0,0
underscoring,0,0
undersea,0,0
undersecretaries,0,0
undersecretary,0,0
undersell,0,0
underselling,0,0
undersells,0,0
underserved,0,0
undershirt,0,0
undershirts,0,0
undershoot,0,0
undershooting,0,0
undershoots,0,0
undershot,0,0
underside,0,0
undersides,0,0
undersigned,0,0
undersize,0,0
undersized,0,0
undersold,0,0
underspend,0,0
underspending,0,0
underspends,0,0
underspent,0,0
understaffed,0,0
understaffing,0,0
understand,0,0
understandability,0,0
understandable,0,0
understandably,0,0
understanding,0,0
understandings,0,0
understands,0,0
understate,0,0
understated,0,0
understatement,0,0
understatements,0,0
understates,0,0
understating,0,0
understeer,0,0
understood,0,0
understorey,0,0
understoreys,0,0
understories,0,0
understory,0,0
understudied,0,0
understudies,0,0
understudy,0,0
understudying,0,0
undersupplied,0,0
undersupplies,0,0
undersupply,0,0
undersupplying,0,0
undertake,0,0
undertaken,0,0
undertaker,0,0
undertakers,0,0
undertakes,0,0
undertaking,0,0
undertakings,0,0
undertone,0,0
undertones,0,0
undertook,0,0
undertow,0,0
undertows,0,0
underused,0,0
underutilisation,0,0
underutilised,0,0
underutilization,0,0
underutilized,0,0
undervaluation,0,0
undervalue,0,0
undervalued,0,0
undervalues,0,0
undervaluing,0,0
underwater,0,0
underway,0,0
underwear,0,0
underweight,0,0
underwent,0,0
underwhelm,0,0
underwhelmed,0,0
underwhelming,0,0
underwhelms,0,0
underwire,0,0
underworld,0,0
underworlds,0,0
underwrite,0,0
underwriter,0,0
underwriters,0,0
underwrites,0,0
underwriting,0,0
underwritten,0,0
underwrote,0,0
undescribed,0,0
undeserved,0,0
undeservedly,0,0
undeserving,0,0
undesignated,0,0
undesirability,0,0
undesirable,0,0
undesirables,0,0
undesired,0,0
undetectable,0,0
undetected,0,0
undetermined,0,0
undeterred,0,0
undeveloped,0,0
undiagnosed,0,0
undid,0,0
undies,0,0
undifferentiated,0,0
undigested,0,0
undignified,0,0
undiluted,0,0
undiminished,0,0
undimmed,0,0
undiplomatic,0,0
undirected,0,0
undisciplined,0,0
undisclosed,0,0
undiscovered,0,0
undiscriminating,0,0
undisguised,0,0
undisputable,0,0
undisputed,0,0
undisputedly,0,0
undistinguishable,0,0
undistinguished,0,0
undistorted,0,0
undistributed,0,0
undisturbed,0,0
undivided,0,0
undo,0,0
undock,0,0
undocked,0,0
undocking,0,0
undocks,0,0
undocumented,0,0
undoes,0,0
undoing,0,0
undone,0,0
undoubted,0,0
undoubtedly,0,0
undrained,0,0
undramatic,0,0
undrawn,0,0
undress,0,0
undressed,0,0
undresses,0,0
undressing,0,0
undrilled,0,0
undrinkable,0,0
undue,0,0
undulate,0,0
undulated,0,0
undulates,0,0
undulating,0,0
undulation,0,0
undulations,0,0
unduly,0,0
undying,0,0
unearned,0,0
unearth,0,0
unearthed,0,0
unearthing,0,0
unearthly,0,0
unearths,0,0
unease,0,0
uneasily,0,0
uneasiness,0,0
uneasy,0,0
uneaten,0,0
uneconomic,0,0
uneconomical,0,0
unedifying,0,0
unedited,0,0
uneducated,0,0
unelected,0,0
unembarrassed,0,0
unemotional,0,0
unemployability,0,0
unemployable,0,0
unemployed,0,0
unemployment,0,0
unencumbered,0,0
unending,0,0
unendurable,0,0
unenforceability,0,0
unenforceable,0,0
unenforced,0,0
unengaged,0,0
unenlightened,0,0
unenthusiastic,0,0
unenthusiastically,0,0
unenviable,0,0
unequal,0,0
unequaled,0,0
unequalled,0,0
unequally,0,0
unequipped,0,0
unequivocal,0,0
unequivocally,0,0
unerring,0,0
unerringly,0,0
unescorted,0,0
unessential,0,0
unethical,0,0
unethically,0,0
uneven,0,0
unevenly,0,0
unevenness,0,0
uneventful,0,0
uneventfully,0,0
unexamined,0,0
unexceptional,0,0
unexciting,0,0
unexcused,0,0
unexpected,0,0
unexpectedly,0,0
unexpectedness,0,0
unexpired,0,0
unexplainable,118,4
unexplained,0,0
unexploded,0,0
unexploited,0,0
unexplored,0,0
unexposed,0,0
unexpressed,0,0
unfailing,0,0
unfailingly,0,0
unfair,0,0
unfairly,0,0
unfairness,0,0
unfaithful,0,0
unfaithfulness,0,0
unfaltering,0,0
unfamiliar,0,0
unfamiliarity,0,0
unfashionable,0,0
unfasten,0,0
unfastened,0,0
unfastening,0,0
unfastens,0,0
unfathomable,0,0
unfathomably,0,0
unfavorable,0,0
unfavorably,0,0
unfavourable,0,0
unfavourably,0,0
unfazed,0,0
unfeasible,0,0
unfed,0,0
unfeeling,0,0
unfelt,49,33
unfenced,0,0
unfermented,0,0
unfertilized,0,0
unfettered,0,0
unfilled,0,0
unfiltered,0,0
unfinished,0,0
unfired,0,0
unfit,0,0
unfitness,0,0
unfitted,0,0
unfixed,0,0
unflagging,0,0
unflappable,0,0
unflattering,0,0
unflavored,0,0
unflinching,0,0
unflinchingly,0,0
